Call ID,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,Talk Duration,Satisfaction rating
ID2344,Sonal,02-10-2025,15:46:05,Contract related,Y,Y,85,129,3
ID2345,Dhruv,02-10-2025,16:22:05,Contract related,Y,Y,64,98,3
ID2346,Darshan,02-10-2025,16:22:05,Admin Support,N,N,,0,
ID2347,Madhuri,02-10-2025,16:26:24,Technical Support,Y,Y,73,371,5
ID2348,Bhaskar,02-10-2025,16:26:24,Technical Support,N,N,,0,
ID2349,Jatin,02-10-2025,16:27:50,Technical Support,N,N,,0,
ID2350,Madhuri,02-10-2025,16:27:50,Contract related,Y,Y,122,275,4
ID2351,Dhruv,02-10-2025,16:27:50,Contract related,N,N,,0,
ID2352,Darshan,02-10-2025,16:27:50,Contract related,N,N,,0,
ID2353,Darshan,02-10-2025,17:08:10,Technical Support,Y,Y,114,414,3
ID2354,Bhaskar,02-10-2025,17:08:10,Technical Support,Y,Y,30,391,1
ID2355,Darshan,02-10-2025,17:18:14,Admin Support,Y,Y,47,47,4
ID2356,Jatin,02-10-2025,17:18:14,Payment related,Y,Y,23,217,2
ID2357,Gopal,02-10-2025,17:25:26,Payment related,Y,Y,99,102,3
ID2358,Sonal,02-10-2025,17:25:26,Contract related,Y,Y,51,291,4
ID2359,Darshan,02-10-2025,17:28:19,Contract related,Y,Y,20,306,1
ID2360,Jignesh,02-10-2025,17:28:19,Admin Support,Y,Y,25,375,5
ID2361,Jignesh,02-10-2025,17:35:31,Contract related,N,N,,0,
ID2362,Jignesh,02-10-2025,17:35:31,Contract related,Y,Y,69,256,3
ID2363,Dhruv,02-10-2025,17:44:10,Admin Support,Y,Y,118,340,4
ID2364,Darshan,02-10-2025,17:44:10,Payment related,Y,Y,108,280,5
ID2365,Madhuri,02-11-2025,09:05:46,Streaming,Y,Y,59,271,5
ID2366,Darshan,02-11-2025,09:05:46,Technical Support,Y,Y,103,82,3
ID2367,Bhaskar,02-11-2025,09:11:31,Payment related,N,N,,0,
ID2368,Jignesh,02-11-2025,09:11:31,Contract related,Y,Y,112,84,1
ID2369,Darshan,02-11-2025,09:34:34,Streaming,Y,Y,38,210,5
ID2370,Jignesh,02-11-2025,09:34:34,Contract related,Y,Y,81,284,3
ID2371,Madhuri,02-11-2025,09:44:38,Admin Support,Y,N,115,182,4
ID2372,Gopal,02-11-2025,09:44:38,Contract related,N,N,,0,
ID2373,Sonal,02-11-2025,10:12:00,Contract related,Y,Y,45,64,4
ID2374,Dhruv,02-11-2025,10:12:00,Admin Support,Y,Y,11,126,5
ID2375,Jatin,02-11-2025,10:23:31,Streaming,Y,Y,93,137,1
ID2376,Bhaskar,02-11-2025,10:23:31,Streaming,Y,Y,107,105,5
ID2377,Madhuri,02-11-2025,10:29:17,Payment related,Y,Y,36,337,3
ID2378,Gopal,02-11-2025,10:29:17,Contract related,Y,Y,81,260,1
ID2379,Gopal,02-11-2025,11:05:17,Payment related,Y,Y,58,391,3
ID2380,Darshan,02-11-2025,11:05:17,Contract related,N,N,,0,
ID2381,Jignesh,02-11-2025,11:12:29,Contract related,Y,Y,102,373,5
ID2382,Bhaskar,02-11-2025,11:12:29,Streaming,Y,Y,63,352,4
ID2383,Dhruv,02-11-2025,11:54:14,Streaming,Y,Y,106,41,4
ID2384,Bhaskar,02-11-2025,11:54:14,Admin Support,N,N,,0,
ID2385,Jignesh,02-11-2025,11:55:41,Payment related,Y,Y,31,47,4
ID2386,Dhruv,02-11-2025,11:55:41,Contract related,Y,Y,93,294,5
ID2387,Darshan,02-11-2025,12:00:00,Payment related,N,N,,0,
ID2388,Bhaskar,02-11-2025,12:00:00,Admin Support,Y,Y,66,191,4
ID2389,Bhaskar,02-11-2025,12:00:00,Payment related,N,N,,0,
ID2390,Bhaskar,02-11-2025,12:00:00,Admin Support,N,N,,0,
ID2391,Darshan,02-11-2025,12:04:19,Payment related,Y,Y,18,128,5
ID2392,Madhuri,02-11-2025,12:04:19,Admin Support,Y,Y,65,343,5
ID2393,Dhruv,02-11-2025,12:15:50,Contract related,Y,Y,116,252,2
ID2394,Dhruv,02-11-2025,12:15:50,Payment related,N,N,,0,
ID2395,Sonal,02-11-2025,12:30:14,Payment related,N,N,,0,
ID2396,Madhuri,02-11-2025,12:30:14,Admin Support,Y,Y,19,335,5
ID2397,Dhruv,02-11-2025,12:34:34,Technical Support,N,N,,0,
ID2398,Gopal,02-11-2025,12:34:34,Technical Support,Y,Y,120,414,3
ID2399,Madhuri,02-11-2025,12:36:00,Admin Support,Y,Y,32,55,3
ID2400,Sonal,02-11-2025,12:36:00,Admin Support,Y,Y,121,345,2
ID2401,Jignesh,02-11-2025,12:50:24,Contract related,N,N,,0,
ID2402,Gopal,02-11-2025,12:50:24,Admin Support,Y,Y,82,201,4
ID2403,Madhuri,02-11-2025,12:57:36,Contract related,Y,Y,53,138,4
ID2404,Sonal,02-11-2025,12:57:36,Payment related,N,N,,0,
ID2405,Bhaskar,02-11-2025,13:12:00,Technical Support,Y,Y,16,312,4
ID2406,Madhuri,02-11-2025,13:12:00,Admin Support,Y,Y,67,371,3
ID2407,Dhruv,02-11-2025,13:22:05,Streaming,Y,Y,95,179,4
ID2408,Darshan,02-11-2025,13:22:05,Admin Support,Y,Y,75,162,3
ID2409,Jignesh,02-11-2025,13:30:43,Streaming,Y,Y,53,325,3
ID2410,Jatin,02-11-2025,13:30:43,Contract related,Y,Y,116,49,5
ID2411,Sonal,02-11-2025,13:37:55,Technical Support,Y,Y,83,263,3
ID2412,Jignesh,02-11-2025,13:37:55,Contract related,Y,Y,92,135,4
ID2413,Madhuri,02-11-2025,13:46:34,Admin Support,Y,Y,24,161,3
ID2414,Madhuri,02-11-2025,13:46:34,Contract related,Y,Y,16,257,4
ID2415,Jignesh,02-11-2025,14:03:50,Contract related,Y,Y,24,142,5
ID2416,Madhuri,02-11-2025,14:03:50,Technical Support,Y,Y,114,229,2
ID2417,Jignesh,02-11-2025,14:03:50,Contract related,N,N,,0,
ID2418,Jignesh,02-11-2025,14:03:50,Technical Support,Y,Y,120,357,4
ID2419,Madhuri,02-11-2025,14:25:26,Streaming,Y,Y,89,417,5
ID2420,Madhuri,02-11-2025,14:25:26,Payment related,Y,Y,83,89,4
ID2421,Dhruv,02-11-2025,14:52:48,Streaming,Y,Y,71,154,5
ID2422,Gopal,02-11-2025,14:52:48,Streaming,Y,Y,62,120,4
ID2423,Bhaskar,02-11-2025,15:04:19,Payment related,Y,Y,84,195,2
ID2424,Dhruv,02-11-2025,15:04:19,Technical Support,Y,Y,17,81,4
ID2425,Gopal,02-11-2025,15:11:31,Contract related,Y,Y,24,231,4
ID2426,Jatin,02-11-2025,15:11:31,Streaming,Y,Y,108,334,3
ID2427,Darshan,02-11-2025,15:59:02,Payment related,Y,Y,13,124,3
ID2428,Bhaskar,02-11-2025,15:59:02,Technical Support,Y,Y,119,383,3
ID2429,Dhruv,02-11-2025,16:29:17,Payment related,Y,Y,80,332,2
ID2430,Jatin,02-11-2025,16:29:17,Contract related,Y,Y,99,112,4
ID2431,Madhuri,02-11-2025,16:50:53,Streaming,Y,Y,60,353,4
ID2432,Gopal,02-11-2025,16:50:53,Admin Support,Y,Y,121,292,4
ID2433,Darshan,02-11-2025,17:02:24,Technical Support,N,N,,0,
ID2434,Bhaskar,02-11-2025,17:02:24,Contract related,Y,Y,91,368,2
ID2435,Gopal,02-11-2025,17:24:00,Payment related,Y,Y,91,105,2
ID2436,Darshan,02-11-2025,17:24:00,Admin Support,Y,Y,99,65,3
ID2437,Madhuri,02-12-2025,09:12:58,Contract related,N,N,,0,
ID2438,Jatin,02-12-2025,09:12:58,Payment related,N,N,,0,
ID2439,Madhuri,02-12-2025,10:00:29,Technical Support,Y,Y,101,316,3
ID2440,Darshan,02-12-2025,10:00:29,Technical Support,Y,Y,61,265,1
ID2441,Bhaskar,02-12-2025,10:13:26,Streaming,Y,Y,35,151,4
ID2442,Jatin,02-12-2025,10:13:26,Contract related,Y,N,55,254,1
ID2443,Madhuri,02-12-2025,10:16:19,Admin Support,N,N,,0,
ID2444,Jignesh,02-12-2025,10:16:19,Technical Support,N,N,,0,
ID2445,Bhaskar,02-12-2025,10:24:58,Admin Support,Y,Y,107,230,5
ID2446,Bhaskar,02-12-2025,10:24:58,Streaming,Y,Y,21,420,5
ID2447,Jatin,02-12-2025,10:26:24,Contract related,Y,Y,79,211,4
ID2448,Darshan,02-12-2025,10:26:24,Payment related,Y,Y,67,137,3
ID2449,Bhaskar,02-12-2025,10:32:10,Technical Support,Y,Y,32,112,3
ID2450,Bhaskar,02-12-2025,10:32:10,Contract related,N,N,,0,
ID2451,Madhuri,02-12-2025,10:46:34,Contract related,Y,Y,79,285,4
ID2452,Jignesh,02-12-2025,10:46:34,Admin Support,Y,Y,117,239,3
ID2453,Dhruv,02-12-2025,10:53:46,Technical Support,Y,Y,110,271,4
ID2454,Dhruv,02-12-2025,10:53:46,Admin Support,Y,Y,31,32,4
ID2455,Dhruv,02-12-2025,11:08:10,Contract related,N,N,,0,
ID2456,Gopal,02-12-2025,11:08:10,Streaming,Y,Y,87,390,4
ID2457,Bhaskar,02-12-2025,11:26:53,Technical Support,Y,Y,99,415,5
ID2458,Madhuri,02-12-2025,11:26:53,Streaming,Y,Y,83,223,4
ID2459,Darshan,02-12-2025,11:54:14,Admin Support,Y,Y,36,373,3
ID2460,Dhruv,02-12-2025,11:54:14,Admin Support,Y,Y,67,412,3
ID2461,Sonal,02-12-2025,12:14:24,Technical Support,Y,Y,91,186,4
ID2462,Dhruv,02-12-2025,12:14:24,Technical Support,N,N,,0,
ID2463,Gopal,02-12-2025,12:24:29,Streaming,Y,Y,29,356,3
ID2464,Darshan,02-12-2025,12:24:29,Admin Support,Y,Y,86,252,1
ID2465,Jignesh,02-12-2025,12:50:24,Payment related,Y,Y,58,112,5
ID2466,Gopal,02-12-2025,12:50:24,Payment related,Y,Y,57,46,1
ID2467,Jignesh,02-12-2025,13:07:41,Streaming,Y,Y,70,288,3
ID2468,Jignesh,02-12-2025,13:07:41,Admin Support,N,N,,0,
ID2469,Jatin,02-12-2025,13:24:58,Contract related,Y,Y,77,140,4
ID2470,Dhruv,02-12-2025,13:24:58,Contract related,Y,Y,31,316,5
ID2471,Darshan,02-12-2025,13:29:17,Technical Support,Y,Y,43,56,2
ID2472,Jignesh,02-12-2025,13:29:17,Technical Support,Y,Y,38,306,4
ID2473,Darshan,02-12-2025,15:53:17,Technical Support,N,N,,0,
ID2474,Darshan,02-12-2025,15:53:17,Contract related,Y,N,83,144,5
ID2475,Jignesh,02-12-2025,17:13:55,Admin Support,Y,Y,122,271,5
ID2476,Dhruv,02-12-2025,17:13:55,Technical Support,Y,Y,42,408,5
ID2477,Bhaskar,02-12-2025,17:52:48,Streaming,Y,Y,61,71,4
ID2478,Jignesh,02-12-2025,17:52:48,Streaming,Y,N,103,237,3
ID2479,Bhaskar,02-12-2025,17:52:48,Streaming,Y,Y,110,326,4
ID2480,Darshan,02-12-2025,17:52:48,Streaming,N,N,,0,
ID2481,Madhuri,2/13/2025,09:14:24,Payment related,N,N,,0,
ID2482,Dhruv,2/13/2025,09:14:24,Technical Support,N,N,,0,
ID2483,Madhuri,2/13/2025,09:33:07,Technical Support,Y,Y,88,135,2
ID2484,Jignesh,2/13/2025,09:33:07,Streaming,N,N,,0,
ID2485,Sonal,2/13/2025,09:36:00,Technical Support,Y,Y,57,144,5
ID2486,Jignesh,2/13/2025,09:36:00,Payment related,N,N,,0,
ID2487,Bhaskar,2/13/2025,09:41:46,Contract related,N,N,,0,
ID2488,Dhruv,2/13/2025,09:41:46,Contract related,Y,Y,37,365,3
ID2489,Gopal,2/13/2025,09:54:43,Payment related,Y,Y,62,74,2
ID2490,Gopal,2/13/2025,09:54:43,Streaming,Y,Y,48,87,4
ID2491,Dhruv,2/13/2025,10:10:34,Technical Support,Y,Y,123,192,3
ID2492,Gopal,2/13/2025,10:10:34,Contract related,Y,Y,83,50,5
ID2493,Jatin,2/13/2025,10:33:36,Admin Support,Y,Y,23,171,5
ID2494,Dhruv,2/13/2025,10:33:36,Payment related,N,N,,0,
ID2495,Gopal,2/13/2025,10:45:07,Streaming,Y,N,27,311,3
ID2496,Jatin,2/13/2025,10:45:07,Admin Support,Y,Y,78,383,5
ID2497,Bhaskar,2/13/2025,11:03:50,Streaming,Y,Y,82,312,3
ID2498,Jignesh,2/13/2025,11:03:50,Streaming,Y,Y,50,327,4
ID2499,Darshan,2/13/2025,11:32:38,Admin Support,Y,Y,90,68,4
ID2500,Jatin,2/13/2025,11:32:38,Admin Support,Y,Y,89,313,3
ID2501,Madhuri,2/13/2025,12:12:58,Payment related,Y,Y,79,407,1
ID2502,Gopal,2/13/2025,12:12:58,Contract related,Y,Y,123,402,2
ID2503,Dhruv,2/13/2025,12:25:55,Admin Support,Y,Y,97,152,1
ID2504,Dhruv,2/13/2025,12:25:55,Technical Support,Y,Y,74,357,3
ID2505,Jignesh,2/13/2025,12:27:22,Admin Support,Y,Y,68,190,5
ID2506,Jatin,2/13/2025,12:27:22,Streaming,Y,Y,100,266,5
ID2507,Jignesh,2/13/2025,12:28:48,Admin Support,N,N,,0,
ID2508,Madhuri,2/13/2025,12:28:48,Contract related,Y,Y,34,269,4
ID2509,Dhruv,2/13/2025,12:47:31,Technical Support,N,N,,0,
ID2510,Gopal,2/13/2025,12:47:31,Contract related,Y,Y,33,226,1
ID2511,Gopal,2/13/2025,12:53:17,Contract related,Y,Y,63,313,5
ID2512,Gopal,2/13/2025,12:53:17,Technical Support,Y,Y,54,178,1
ID2513,Gopal,2/13/2025,13:13:26,Admin Support,N,N,,0,
ID2514,Gopal,2/13/2025,13:13:26,Technical Support,Y,Y,91,222,2
ID2515,Bhaskar,2/13/2025,13:16:19,Payment related,Y,Y,89,255,4
ID2516,Jatin,2/13/2025,13:16:19,Payment related,Y,Y,75,279,5
ID2517,Gopal,2/13/2025,13:30:43,Streaming,Y,Y,54,35,4
ID2518,Sonal,2/13/2025,13:30:43,Payment related,Y,Y,43,188,3
ID2519,Sonal,2/13/2025,14:28:19,Admin Support,Y,Y,45,413,4
ID2520,Madhuri,2/13/2025,14:28:19,Payment related,Y,Y,79,31,5
ID2521,Jatin,2/13/2025,14:39:50,Technical Support,Y,Y,27,194,3
ID2522,Darshan,2/13/2025,14:39:50,Payment related,Y,Y,59,333,3
ID2523,Sonal,2/13/2025,15:14:24,Contract related,Y,N,70,52,4
ID2524,Dhruv,2/13/2025,15:14:24,Payment related,Y,N,92,86,5
ID2525,Gopal,2/13/2025,15:33:07,Technical Support,Y,Y,96,275,2
ID2526,Bhaskar,2/13/2025,15:33:07,Streaming,Y,Y,79,310,5
ID2527,Gopal,2/13/2025,15:57:36,Admin Support,Y,Y,115,65,5
ID2528,Jignesh,2/13/2025,15:57:36,Payment related,Y,Y,71,346,3
ID2529,Madhuri,2/13/2025,16:16:19,Streaming,N,N,,0,
ID2530,Sonal,2/13/2025,16:16:19,Payment related,Y,N,124,341,4
ID2531,Darshan,2/13/2025,16:50:53,Payment related,N,N,,0,
ID2532,Jatin,2/13/2025,16:50:53,Contract related,Y,Y,35,31,5
ID2533,Dhruv,2/13/2025,17:18:14,Contract related,Y,Y,106,202,3
ID2534,Dhruv,2/13/2025,17:18:14,Contract related,Y,Y,32,213,4
ID2535,Jignesh,2/14/2025,09:07:12,Payment related,Y,Y,119,258,4
ID2536,Gopal,2/14/2025,09:07:12,Contract related,Y,Y,112,269,2
ID2537,Sonal,2/14/2025,09:38:53,Technical Support,Y,Y,49,250,1
ID2538,Sonal,2/14/2025,09:38:53,Contract related,N,N,,0,
ID2539,Jatin,2/14/2025,09:46:05,Admin Support,Y,Y,74,294,3
ID2540,Gopal,2/14/2025,09:46:05,Streaming,Y,N,117,165,4
ID2541,Jignesh,2/14/2025,09:48:58,Contract related,N,N,,0,
ID2542,Darshan,2/14/2025,09:48:58,Admin Support,Y,Y,40,411,1
ID2543,Madhuri,2/14/2025,10:24:58,Contract related,Y,Y,87,293,5
ID2544,Madhuri,2/14/2025,10:24:58,Streaming,Y,Y,58,84,4
ID2545,Bhaskar,2/14/2025,10:30:43,Technical Support,Y,Y,84,360,4
ID2546,Jignesh,2/14/2025,10:30:43,Payment related,Y,Y,54,137,2
ID2547,Dhruv,2/14/2025,10:52:19,Contract related,Y,Y,13,336,5
ID2548,Darshan,2/14/2025,10:52:19,Technical Support,N,N,,0,
ID2549,Jignesh,2/14/2025,11:54:14,Technical Support,Y,Y,42,36,4
ID2550,Sonal,2/14/2025,11:54:14,Payment related,Y,Y,12,156,1
ID2551,Darshan,2/14/2025,12:31:41,Admin Support,Y,Y,13,280,3
ID2552,Gopal,2/14/2025,12:31:41,Contract related,N,N,,0,
ID2553,Darshan,2/14/2025,12:41:46,Streaming,Y,Y,100,191,5
ID2554,Jatin,2/14/2025,12:41:46,Payment related,Y,Y,70,70,2
ID2555,Sonal,2/14/2025,12:57:36,Streaming,N,N,,0,
ID2556,Jignesh,2/14/2025,12:57:36,Technical Support,N,N,,0,
ID2557,Bhaskar,2/14/2025,13:13:26,Technical Support,Y,Y,102,353,4
ID2558,Bhaskar,2/14/2025,13:13:26,Technical Support,Y,Y,82,199,3
ID2559,Jatin,2/14/2025,13:26:24,Streaming,Y,N,24,247,5
ID2560,Sonal,2/14/2025,13:26:24,Admin Support,Y,Y,10,99,5
ID2561,Jignesh,2/14/2025,13:46:34,Payment related,N,N,,0,
ID2562,Sonal,2/14/2025,13:46:34,Streaming,Y,Y,80,301,1
ID2563,Sonal,2/14/2025,13:50:53,Technical Support,Y,Y,63,374,4
ID2564,Gopal,2/14/2025,13:50:53,Contract related,Y,Y,43,413,4
ID2565,Dhruv,2/14/2025,14:21:07,Payment related,N,N,,0,
ID2566,Darshan,2/14/2025,14:21:07,Payment related,Y,Y,87,122,4
ID2567,Jatin,2/14/2025,14:24:00,Technical Support,Y,Y,125,364,4
ID2568,Sonal,2/14/2025,14:24:00,Payment related,Y,Y,56,232,1
ID2569,Gopal,2/14/2025,14:49:55,Payment related,Y,Y,88,226,3
ID2570,Jignesh,2/14/2025,14:49:55,Payment related,Y,Y,45,77,4
ID2571,Dhruv,2/14/2025,14:51:22,Technical Support,Y,Y,24,121,4
ID2572,Jignesh,2/14/2025,14:51:22,Contract related,Y,Y,23,252,5
ID2573,Bhaskar,2/14/2025,15:34:34,Payment related,Y,Y,66,407,5
ID2574,Madhuri,2/14/2025,15:34:34,Admin Support,N,N,,0,
ID2575,Jatin,2/14/2025,16:27:50,Streaming,Y,Y,67,95,4
ID2576,Bhaskar,2/14/2025,16:27:50,Technical Support,Y,Y,39,314,1
ID2577,Bhaskar,2/14/2025,16:37:55,Streaming,Y,Y,70,39,1
ID2578,Jignesh,2/14/2025,16:37:55,Admin Support,Y,Y,40,399,5
ID2579,Sonal,2/14/2025,16:37:55,Contract related,N,N,,0,
ID2580,Madhuri,2/14/2025,16:37:55,Admin Support,Y,Y,28,386,3
ID2581,Jatin,2/14/2025,16:50:53,Technical Support,Y,Y,107,219,2
ID2582,Sonal,2/14/2025,16:50:53,Payment related,Y,Y,62,282,4
ID2583,Darshan,2/14/2025,16:53:46,Technical Support,Y,Y,80,260,4
ID2584,Sonal,2/14/2025,16:53:46,Contract related,Y,Y,63,186,3
ID2585,Bhaskar,2/14/2025,17:09:36,Technical Support,Y,Y,36,318,3
ID2586,Dhruv,2/14/2025,17:09:36,Contract related,Y,Y,64,125,3
ID2587,Gopal,2/14/2025,17:09:36,Contract related,Y,Y,110,343,3
ID2588,Jignesh,2/14/2025,17:09:36,Admin Support,Y,Y,43,382,3
ID2589,Jignesh,2/14/2025,17:11:02,Technical Support,Y,Y,76,284,5
ID2590,Jatin,2/14/2025,17:11:02,Technical Support,Y,Y,45,149,2
ID2591,Madhuri,2/14/2025,17:36:58,Streaming,Y,N,109,72,3
ID2592,Jatin,2/14/2025,17:36:58,Streaming,Y,Y,68,414,4
ID2593,Gopal,2/14/2025,17:42:43,Contract related,Y,N,99,414,1
ID2594,Dhruv,2/14/2025,17:42:43,Contract related,Y,Y,27,245,4
ID2595,Gopal,2/15/2025,09:00:00,Streaming,Y,Y,14,58,3
ID2596,Gopal,2/15/2025,09:00:00,Admin Support,Y,Y,81,261,3
ID2597,Dhruv,2/15/2025,09:33:07,Admin Support,Y,Y,24,187,3
ID2598,Dhruv,2/15/2025,09:33:07,Contract related,Y,Y,13,348,1
ID2599,Bhaskar,2/15/2025,10:01:55,Technical Support,Y,Y,89,53,1
ID2600,Bhaskar,2/15/2025,10:01:55,Streaming,Y,Y,103,357,4
ID2601,Jignesh,2/15/2025,10:01:55,Payment related,Y,Y,103,228,3
ID2602,Gopal,2/15/2025,10:01:55,Payment related,N,N,,0,
ID2603,Sonal,2/15/2025,10:20:38,Contract related,Y,N,59,211,3
ID2604,Jatin,2/15/2025,10:20:38,Payment related,Y,Y,113,98,3
ID2605,Darshan,2/15/2025,11:12:29,Contract related,Y,Y,69,112,2
ID2606,Darshan,2/15/2025,11:12:29,Technical Support,Y,Y,69,111,2
ID2607,Bhaskar,2/15/2025,11:34:05,Technical Support,Y,N,11,307,4
ID2608,Dhruv,2/15/2025,11:34:05,Contract related,Y,Y,75,251,2
ID2609,Jignesh,2/15/2025,11:41:17,Technical Support,Y,N,24,152,5
ID2610,Bhaskar,2/15/2025,11:41:17,Admin Support,Y,Y,124,368,3
ID2611,Gopal,2/15/2025,11:45:36,Admin Support,Y,Y,32,154,5
ID2612,Sonal,2/15/2025,11:45:36,Admin Support,Y,Y,105,394,5
ID2613,Bhaskar,2/15/2025,11:48:29,Technical Support,N,N,,0,
ID2614,Jignesh,2/15/2025,11:48:29,Payment related,Y,Y,94,63,4
ID2615,Jatin,2/15/2025,12:07:12,Contract related,Y,Y,107,136,4
ID2616,Darshan,2/15/2025,12:07:12,Admin Support,Y,Y,79,333,5
ID2617,Dhruv,2/15/2025,12:21:36,Contract related,N,N,,0,
ID2618,Bhaskar,2/15/2025,12:21:36,Admin Support,Y,Y,59,125,4
ID2619,Dhruv,2/15/2025,12:38:53,Technical Support,Y,N,117,294,3
ID2620,Madhuri,2/15/2025,12:38:53,Streaming,Y,Y,37,111,3
ID2621,Dhruv,2/15/2025,13:00:29,Admin Support,Y,Y,94,320,4
ID2622,Bhaskar,2/15/2025,13:00:29,Technical Support,Y,Y,120,165,1
ID2623,Jignesh,2/15/2025,13:26:24,Contract related,N,N,,0,
ID2624,Madhuri,2/15/2025,13:26:24,Streaming,Y,Y,50,407,2
ID2625,Bhaskar,2/15/2025,13:39:22,Payment related,Y,Y,47,148,5
ID2626,Sonal,2/15/2025,13:39:22,Streaming,N,N,,0,
ID2627,Dhruv,2/15/2025,13:42:14,Admin Support,Y,Y,118,173,5
ID2628,Bhaskar,2/15/2025,13:42:14,Admin Support,N,N,,0,
ID2629,Gopal,2/15/2025,14:28:19,Technical Support,N,N,,0,
ID2630,Jignesh,2/15/2025,14:28:19,Technical Support,Y,Y,14,73,5
ID2631,Dhruv,2/15/2025,14:29:46,Technical Support,Y,Y,88,69,3
ID2632,Jatin,2/15/2025,14:29:46,Streaming,Y,Y,124,52,4
ID2633,Darshan,2/15/2025,14:44:10,Payment related,Y,Y,18,48,5
ID2634,Dhruv,2/15/2025,14:44:10,Admin Support,Y,Y,22,125,3
ID2635,Jignesh,2/15/2025,14:51:22,Technical Support,N,N,,0,
ID2636,Bhaskar,2/15/2025,14:51:22,Streaming,Y,Y,94,378,5
ID2637,Bhaskar,2/15/2025,14:57:07,Technical Support,Y,N,54,216,3
ID2638,Gopal,2/15/2025,14:57:07,Contract related,Y,N,44,197,5
ID2639,Gopal,2/15/2025,15:46:05,Admin Support,Y,Y,28,263,3
ID2640,Jignesh,2/15/2025,15:46:05,Payment related,Y,Y,103,192,3
ID2641,Jatin,2/15/2025,15:47:31,Technical Support,Y,Y,25,47,4
ID2642,Bhaskar,2/15/2025,15:47:31,Streaming,N,N,,0,
ID2643,Jignesh,2/15/2025,16:01:55,Streaming,Y,Y,84,250,3
ID2644,Dhruv,2/15/2025,16:01:55,Streaming,Y,Y,36,237,4
ID2645,Bhaskar,2/15/2025,17:11:02,Payment related,N,N,,0,
ID2646,Sonal,2/15/2025,17:11:02,Payment related,Y,Y,42,221,4
ID2647,Dhruv,2/15/2025,17:18:14,Streaming,Y,Y,124,231,3
ID2648,Sonal,2/15/2025,17:18:14,Technical Support,Y,Y,99,220,5
ID2649,Darshan,2/15/2025,17:19:41,Streaming,Y,Y,124,263,5
ID2650,Gopal,2/15/2025,17:19:41,Admin Support,Y,Y,55,385,5
ID2651,Dhruv,2/15/2025,17:45:36,Admin Support,N,N,,0,
ID2652,Jignesh,2/15/2025,17:45:36,Payment related,N,N,,0,
ID2653,Gopal,2/16/2025,09:07:12,Admin Support,Y,Y,64,306,2
ID2654,Darshan,2/16/2025,09:07:12,Technical Support,Y,Y,82,294,2
ID2655,Darshan,2/16/2025,10:04:48,Streaming,Y,Y,50,199,4
ID2656,Sonal,2/16/2025,10:04:48,Contract related,Y,Y,100,222,4
ID2657,Jignesh,2/16/2025,10:23:31,Admin Support,Y,Y,26,414,3
ID2658,Dhruv,2/16/2025,10:23:31,Payment related,Y,Y,75,254,2
ID2659,Gopal,2/16/2025,10:30:43,Technical Support,Y,Y,26,388,3
ID2660,Dhruv,2/16/2025,10:30:43,Payment related,Y,Y,21,308,3
ID2661,Sonal,2/16/2025,10:30:43,Admin Support,Y,Y,53,31,1
ID2662,Gopal,2/16/2025,10:30:43,Streaming,Y,Y,109,157,3
ID2663,Bhaskar,2/16/2025,11:06:43,Streaming,Y,Y,108,364,3
ID2664,Sonal,2/16/2025,11:06:43,Contract related,Y,Y,58,316,5
ID2665,Sonal,2/16/2025,11:12:29,Payment related,Y,Y,14,351,5
ID2666,Madhuri,2/16/2025,11:12:29,Contract related,Y,Y,74,331,4
ID2667,Jignesh,2/16/2025,11:18:14,Contract related,N,N,,0,
ID2668,Jignesh,2/16/2025,11:18:14,Streaming,Y,Y,54,166,5
ID2669,Gopal,2/16/2025,11:26:53,Streaming,Y,Y,18,223,4
ID2670,Jatin,2/16/2025,11:26:53,Payment related,Y,Y,39,373,3
ID2671,Madhuri,2/16/2025,12:10:05,Payment related,Y,Y,31,197,1
ID2672,Darshan,2/16/2025,12:10:05,Technical Support,Y,Y,118,300,3
ID2673,Darshan,2/16/2025,12:50:24,Payment related,N,N,,0,
ID2674,Jatin,2/16/2025,12:50:24,Contract related,Y,Y,118,358,3
ID2675,Jignesh,2/16/2025,13:03:22,Payment related,Y,Y,69,217,4
ID2676,Gopal,2/16/2025,13:03:22,Payment related,Y,Y,125,381,5
ID2677,Dhruv,2/16/2025,14:26:53,Streaming,Y,N,47,161,3
ID2678,Jatin,2/16/2025,14:26:53,Payment related,Y,Y,53,64,1
ID2679,Darshan,2/16/2025,14:48:29,Streaming,Y,N,55,277,2
ID2680,Madhuri,2/16/2025,14:48:29,Admin Support,Y,Y,91,330,2
ID2681,Jatin,2/16/2025,14:54:14,Technical Support,Y,Y,37,323,3
ID2682,Jignesh,2/16/2025,14:54:14,Admin Support,Y,Y,118,293,4
ID2683,Dhruv,2/16/2025,15:07:12,Technical Support,Y,Y,37,336,5
ID2684,Bhaskar,2/16/2025,15:07:12,Admin Support,Y,Y,124,244,4
ID2685,Gopal,2/16/2025,15:20:10,Technical Support,Y,Y,105,95,4
ID2686,Darshan,2/16/2025,15:20:10,Admin Support,N,N,,0,
ID2687,Gopal,2/16/2025,15:34:34,Technical Support,Y,Y,36,207,1
ID2688,Madhuri,2/16/2025,15:34:34,Streaming,Y,Y,87,412,4
ID2689,Bhaskar,2/16/2025,16:04:48,Technical Support,Y,Y,98,302,4
